window_end_time,recon_error,failure_window,top_sensors,fault_type
2020-08-25 16:18:00,1.7396038,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 16:18:50,1.7433667,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 16:19:40,1.7855511,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 16:20:30,1.830622,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 16:21:20,1.8636504,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 16:22:10,1.882755,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 16:23:00,1.8898048,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 16:23:50,1.8666734,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 16:24:40,1.7903652,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 16:25:30,1.3939099,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 16:39:40,1.0762576,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 16:40:30,1.5422304,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 16:41:20,1.6300488,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 16:42:10,1.6781583,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 16:43:00,1.7180653,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 16:43:50,1.7457278,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 16:44:40,1.7561253,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 16:45:30,1.7518144,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 16:46:20,1.7385812,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 16:47:10,1.7028275,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 16:48:00,1.6268468,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 16:48:50,1.2487273,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 16:54:40,1.0712941,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 16:55:30,1.5210161,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 16:56:20,1.586781,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 16:57:10,1.6684947,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 16:58:00,1.7288126,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 16:58:50,1.7735658,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 16:59:40,1.7982423,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 17:00:30,1.800148,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 17:01:20,1.7938049,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 17:02:10,1.7695454,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 17:03:00,1.6972138,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 17:03:50,1.3248899,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 17:06:20,1.2884804,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 17:07:10,1.4998722,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 17:08:00,1.4990737,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 17:08:50,1.4913673,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 17:09:40,1.498499,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 17:10:30,1.5111618,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 17:11:20,1.546238,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 17:12:10,1.6271832,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 17:13:00,1.6457834,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 17:13:50,1.6262264,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 17:14:40,1.4873137,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 17:23:50,1.2769539,0,"H1, TP2, Motor_current",Pressure Fault
2020-08-25 17:24:40,1.7397083,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 17:25:30,1.7493353,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 17:26:20,1.7369587,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 17:27:10,1.7607406,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 17:28:00,1.8044643,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 17:28:50,1.83355,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 17:29:40,1.8494959,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 17:30:30,1.8587673,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 17:31:20,1.8231788,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 17:32:10,1.7471355,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 17:33:00,1.3357031,0,"TP2, H1, DV_pressure",Pressure Fault
2020-08-25 17:46:20,1.0432903,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 17:47:10,1.5183955,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 17:48:00,1.5972089,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 17:48:50,1.6454976,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 17:49:40,1.6848232,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 17:50:30,1.7127655,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 17:51:20,1.7235677,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 17:52:10,1.7196217,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 17:53:00,1.7059436,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 17:53:50,1.6701121,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 17:54:40,1.6016874,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 17:55:30,1.2371681,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 17:59:40,1.3048515,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 18:00:30,1.535445,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 18:01:20,1.5445002,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 18:02:10,1.5590322,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 18:03:00,1.5884216,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 18:03:50,1.6670737,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 18:04:40,1.7098185,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 18:05:30,1.7236744,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 18:06:20,1.7334256,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 18:07:10,1.689471,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 18:08:00,1.4565454,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 18:13:50,1.2832487,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 18:14:40,1.6044934,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 18:15:30,1.6345303,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 18:16:20,1.6849222,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 18:17:10,1.7275019,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 18:18:00,1.7679101,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 18:18:50,1.8019342,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 18:19:40,1.8288317,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 18:20:30,1.8222456,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 18:21:20,1.7602798,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 18:22:10,1.5922487,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 18:23:00,1.1532624,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 18:32:10,1.3877869,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 18:33:00,1.6171281,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 18:33:50,1.6208026,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 18:34:40,1.647988,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 18:35:30,1.6919413,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 18:36:20,1.7291846,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 18:37:10,1.7542031,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 18:38:00,1.7690744,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 18:38:50,1.7663541,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 18:39:40,1.7165785,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 18:40:30,1.4715387,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 18:53:00,1.2941347,0,"H1, TP2, Motor_current",Pressure Fault
2020-08-25 18:53:50,1.7779223,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 18:54:40,1.8531287,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 18:55:30,1.8963702,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 18:56:20,1.9396412,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 18:57:10,1.9728811,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 18:58:00,1.9866097,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 18:58:50,1.9842895,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 18:59:40,1.9667869,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 19:00:30,1.9043815,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 19:01:20,1.7117398,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 19:02:10,1.253225,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 19:08:50,1.1833676,0,"H1, TP2, TP3",Pressure Fault
2020-08-25 19:09:40,1.5429428,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 19:10:30,1.6220309,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 19:11:20,1.6709921,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 19:12:10,1.7287177,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 19:13:00,1.7580347,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 19:13:50,1.7701195,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 19:14:40,1.7646158,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 19:15:30,1.7489979,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 19:16:20,1.7027829,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 19:17:10,1.6524866,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 19:18:00,1.2672732,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 19:21:20,1.3637649,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 19:22:10,1.5821092,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 19:23:00,1.572057,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 19:23:50,1.5769542,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 19:24:40,1.6010532,0,"TP2, H1, Reservoirs",Pressure Fault
2020-08-25 19:25:30,1.6463581,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 19:26:20,1.7399553,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 19:27:10,1.7437929,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 19:28:00,1.7233229,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 19:28:50,1.6655754,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 19:29:40,1.526305,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 19:42:10,1.050152,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 19:43:00,1.5523314,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 19:43:50,1.6216692,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 19:44:40,1.6758938,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 19:45:30,1.7328147,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 19:46:20,1.7752234,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 19:47:10,1.7984054,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 19:48:00,1.8025817,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 19:48:50,1.794493,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-25 19:49:40,1.7637024,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-26 01:07:30,1.5630236,0,"LPS, Pressure_switch, Towers",Digital Fault
2020-08-26 17:30:20,1.1624624,0,"DV_pressure, Pressure_switch, Towers",Digital Fault
2020-08-26 17:31:10,1.2524333,0,"DV_pressure, Pressure_switch, Motor_current",Pressure Fault
2020-08-26 17:32:00,1.2704268,0,"DV_pressure, Motor_current, Pressure_switch",Pressure Fault
2020-08-26 17:32:50,1.2628012,0,"DV_pressure, Motor_current, Pressure_switch",Pressure Fault
2020-08-26 17:33:40,1.2193558,0,"DV_pressure, Pressure_switch, Motor_current",Pressure Fault
2020-08-26 17:34:30,1.1845464,0,"DV_pressure, Pressure_switch, Oil_temperature",Pressure Fault
2020-08-26 17:35:20,1.1845491,0,"DV_pressure, Pressure_switch, Oil_temperature",Pressure Fault
2020-08-26 17:36:10,1.1732707,0,"DV_pressure, Pressure_switch, Oil_temperature",Pressure Fault
2020-08-26 17:37:00,1.1654739,0,"DV_pressure, Pressure_switch, Towers",Digital Fault
2020-08-26 17:37:50,1.2262509,0,"DV_pressure, Pressure_switch, Towers",Digital Fault
2020-08-26 17:38:40,1.1254679,0,"DV_pressure, Pressure_switch, Towers",Digital Fault
2020-08-26 17:39:30,1.1192787,0,"DV_pressure, Pressure_switch, Towers",Digital Fault
2020-08-26 21:37:50,1.0453012,0,"DV_pressure, Pressure_switch, Towers",Digital Fault
2020-08-26 21:38:40,1.0762606,0,"DV_pressure, Pressure_switch, Towers",Digital Fault
2020-08-27 02:37:50,1.1472634,0,"DV_pressure, Towers, H1",Pressure Fault
2020-08-27 02:38:40,1.1254828,0,"DV_pressure, Towers, H1",Pressure Fault
2020-08-27 02:39:30,1.1272863,0,"DV_pressure, Towers, H1",Pressure Fault
2020-08-27 02:40:20,1.1212206,0,"DV_pressure, Towers, H1",Pressure Fault
2020-08-27 02:41:10,1.1116155,0,"DV_pressure, Towers, TP2",Pressure Fault
2020-08-27 02:42:00,1.1161866,0,"DV_pressure, Towers, Motor_current",Pressure Fault
2020-08-27 02:42:50,1.1319884,0,"DV_pressure, Towers, H1",Pressure Fault
2020-08-27 02:43:40,1.1606826,0,"DV_pressure, Towers, H1",Pressure Fault
2020-08-27 02:44:30,1.1963341,0,"DV_pressure, Towers, H1",Pressure Fault
2020-08-27 02:45:20,1.1905756,0,"DV_pressure, Towers, H1",Pressure Fault
2020-08-27 02:46:10,1.1408087,0,"DV_pressure, Towers, H1",Pressure Fault
2020-08-27 02:47:00,1.1404644,0,"DV_pressure, Towers, TP2",Pressure Fault
2020-08-27 04:47:50,1.05794,0,"DV_pressure, TP2, Pressure_switch",Pressure Fault
2020-08-27 04:48:40,1.060373,0,"DV_pressure, Pressure_switch, TP2",Pressure Fault
2020-08-27 04:49:30,1.0608826,0,"DV_pressure, Pressure_switch, TP2",Pressure Fault
2020-08-27 04:50:20,1.0600054,0,"DV_pressure, Pressure_switch, TP2",Pressure Fault
2020-08-27 04:51:10,1.0552713,0,"DV_pressure, Pressure_switch, TP2",Pressure Fault
2020-08-27 04:52:00,1.041507,0,"DV_pressure, Pressure_switch, H1",Pressure Fault
2020-08-27 06:02:00,1.143857,0,"DV_pressure, Pressure_switch, Motor_current",Pressure Fault
2020-08-27 06:02:50,1.1517967,0,"DV_pressure, Pressure_switch, Motor_current",Pressure Fault
2020-08-27 06:03:40,1.1153524,0,"DV_pressure, Pressure_switch, Motor_current",Pressure Fault
2020-08-27 06:04:30,1.0810871,0,"DV_pressure, Pressure_switch, Towers",Digital Fault
2020-08-27 06:05:20,1.0745026,0,"DV_pressure, Pressure_switch, Towers",Digital Fault
2020-08-27 06:06:10,1.0674057,0,"DV_pressure, Pressure_switch, Towers",Digital Fault
2020-08-27 06:07:00,1.0639942,0,"DV_pressure, Pressure_switch, Towers",Digital Fault
2020-08-27 06:07:50,1.0637535,0,"DV_pressure, Pressure_switch, Towers",Digital Fault
2020-08-27 06:08:40,1.0670422,0,"DV_pressure, Pressure_switch, Towers",Digital Fault
2020-08-27 06:09:30,1.1741513,0,"DV_pressure, Pressure_switch, Towers",Digital Fault
2020-08-27 06:10:20,1.0600663,0,"DV_pressure, Pressure_switch, Towers",Digital Fault
2020-08-27 08:07:50,1.5754343,0,"DV_pressure, Pressure_switch, Towers",Digital Fault
2020-08-27 08:08:40,1.5806637,0,"DV_pressure, Pressure_switch, Towers",Digital Fault
2020-08-27 08:09:30,1.5890472,0,"DV_pressure, Pressure_switch, Towers",Digital Fault
2020-08-27 08:10:20,1.6010183,0,"DV_pressure, Pressure_switch, Towers",Digital Fault
2020-08-27 08:11:10,1.6087372,0,"DV_pressure, Pressure_switch, Towers",Digital Fault
2020-08-27 08:12:00,1.6073904,0,"DV_pressure, Pressure_switch, Towers",Digital Fault
2020-08-27 08:12:50,1.6294897,0,"DV_pressure, Pressure_switch, Towers",Digital Fault
2020-08-27 08:13:40,1.6644418,0,"DV_pressure, Pressure_switch, Towers",Digital Fault
2020-08-27 08:14:30,1.6011915,0,"DV_pressure, Pressure_switch, Towers",Digital Fault
2020-08-27 08:15:20,1.4626822,0,"DV_pressure, Pressure_switch, Towers",Digital Fault
2020-08-27 08:16:10,1.4298482,0,"DV_pressure, Pressure_switch, Towers",Digital Fault
2020-08-27 08:17:00,1.3216169,0,"DV_pressure, Pressure_switch, Reservoirs",Pressure Fault
2020-08-27 10:23:40,1.0631106,0,"DV_pressure, Pressure_switch, Towers",Digital Fault
2020-08-27 10:24:30,1.0639778,0,"DV_pressure, Pressure_switch, Towers",Digital Fault
2020-08-27 12:42:00,1.1471777,0,"DV_pressure, Pressure_switch, Motor_current",Pressure Fault
2020-08-27 12:42:50,1.1986039,0,"DV_pressure, Pressure_switch, Motor_current",Pressure Fault
2020-08-27 12:43:40,1.1722674,0,"DV_pressure, Pressure_switch, Motor_current",Pressure Fault
2020-08-27 12:44:30,1.1481957,0,"DV_pressure, Pressure_switch, Towers",Digital Fault
2020-08-27 12:45:20,1.1342547,0,"DV_pressure, Pressure_switch, Towers",Digital Fault
2020-08-27 12:46:10,1.1307697,0,"DV_pressure, Pressure_switch, Towers",Digital Fault
2020-08-27 12:47:00,1.1205697,0,"DV_pressure, Pressure_switch, Towers",Digital Fault
2020-08-27 12:47:50,1.1126577,0,"DV_pressure, Pressure_switch, Towers",Digital Fault
2020-08-27 12:48:40,1.1137297,0,"DV_pressure, Pressure_switch, Towers",Digital Fault
2020-08-27 12:49:30,1.2163743,0,"DV_pressure, Pressure_switch, Towers",Digital Fault
2020-08-27 12:50:20,1.1327236,0,"DV_pressure, Pressure_switch, Towers",Digital Fault
2020-08-27 12:51:10,1.1027279,0,"DV_pressure, Pressure_switch, Towers",Digital Fault
2020-08-28 04:24:40,1.1261666,0,"DV_pressure, Pressure_switch, Towers",Digital Fault
2020-08-28 04:25:30,1.13014,0,"DV_pressure, Pressure_switch, Towers",Digital Fault
2020-08-28 04:26:20,1.1278862,0,"DV_pressure, Pressure_switch, Towers",Digital Fault
2020-08-28 04:27:10,1.1232312,0,"DV_pressure, Pressure_switch, Towers",Digital Fault
2020-08-28 04:28:00,1.1230018,0,"DV_pressure, Pressure_switch, Towers",Digital Fault
2020-08-28 04:28:50,1.119535,0,"DV_pressure, Pressure_switch, Towers",Digital Fault
2020-08-28 04:29:40,1.1169703,0,"DV_pressure, Pressure_switch, Towers",Digital Fault
2020-08-28 04:30:30,1.1224275,0,"DV_pressure, Pressure_switch, Towers",Digital Fault
2020-08-28 04:31:20,1.1347315,0,"DV_pressure, Pressure_switch, Towers",Digital Fault
2020-08-28 04:32:10,1.2196066,0,"DV_pressure, Pressure_switch, Towers",Digital Fault
2020-08-28 04:33:00,1.1096141,0,"DV_pressure, Pressure_switch, Towers",Digital Fault
2020-08-28 04:33:50,1.1374538,0,"DV_pressure, Pressure_switch, Towers",Digital Fault
2020-08-28 05:11:20,1.927257,0,"DV_pressure, Towers, TP2",Pressure Fault
2020-08-28 05:12:10,1.9422519,0,"DV_pressure, Towers, TP2",Pressure Fault
2020-08-28 05:13:00,1.9476012,0,"DV_pressure, Towers, TP2",Pressure Fault
2020-08-28 05:13:50,1.9484572,0,"DV_pressure, Towers, TP2",Pressure Fault
2020-08-28 05:14:40,1.9491621,0,"DV_pressure, Towers, TP2",Pressure Fault
2020-08-28 05:15:30,1.9455056,0,"DV_pressure, Towers, TP2",Pressure Fault
2020-08-28 05:16:20,1.941615,0,"DV_pressure, Towers, TP2",Pressure Fault
2020-08-28 05:17:10,1.9405686,0,"DV_pressure, Towers, TP2",Pressure Fault
2020-08-28 05:18:00,1.9535518,0,"DV_pressure, Towers, TP2",Pressure Fault
2020-08-28 05:18:50,1.9634429,0,"DV_pressure, Towers, TP2",Pressure Fault
2020-08-28 05:19:40,1.8901639,0,"DV_pressure, Towers, TP2",Pressure Fault
2020-08-28 05:20:30,1.8771157,0,"DV_pressure, Towers, TP2",Pressure Fault
2020-08-28 07:10:30,1.2946557,0,"DV_pressure, Pressure_switch, Reservoirs",Pressure Fault
2020-08-28 07:11:20,1.3384851,0,"DV_pressure, Pressure_switch, Motor_current",Pressure Fault
2020-08-28 07:12:10,1.4330347,0,"DV_pressure, Motor_current, Pressure_switch",Pressure Fault
2020-08-28 07:13:00,1.4094902,0,"DV_pressure, Motor_current, Pressure_switch",Pressure Fault
2020-08-28 07:13:50,1.3119642,0,"DV_pressure, Motor_current, Pressure_switch",Pressure Fault
2020-08-28 07:14:40,1.1688149,0,"DV_pressure, Pressure_switch, Motor_current",Pressure Fault
2020-08-28 07:15:30,1.0734382,0,"DV_pressure, Pressure_switch, Motor_current",Pressure Fault
2020-08-28 07:16:20,1.0627251,0,"DV_pressure, Pressure_switch, Towers",Digital Fault
2020-08-28 07:17:10,1.061856,0,"DV_pressure, Pressure_switch, Towers",Digital Fault
2020-08-28 07:18:00,1.064062,0,"DV_pressure, Pressure_switch, Towers",Digital Fault
2020-08-28 07:18:50,1.0433567,0,"DV_pressure, Pressure_switch, Towers",Digital Fault
2020-08-28 14:14:40,1.473584,0,"Oil_level, Oil_temperature, TP2",Pressure Fault
2020-08-28 14:15:30,2.3079245,0,"Oil_level, Oil_temperature, TP2",Pressure Fault
2020-08-28 14:16:20,2.9474,0,"Oil_level, Oil_temperature, TP2",Pressure Fault
2020-08-28 14:17:10,3.7582493,0,"Oil_level, Oil_temperature, TP2",Pressure Fault
2020-08-28 14:18:00,4.6273594,0,"Oil_level, Oil_temperature, TP2",Pressure Fault
2020-08-28 14:18:50,4.930866,0,"Oil_level, Oil_temperature, TP2",Pressure Fault
2020-08-28 14:19:40,4.0792294,0,"Oil_level, Oil_temperature, TP2",Pressure Fault
2020-08-28 14:20:30,3.056996,0,"Oil_level, Oil_temperature, H1",Thermal Fault
2020-08-28 14:21:20,1.9412465,0,"Reservoirs, H1, TP3",Pressure Fault
2020-08-28 14:22:10,1.2809284,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-28 14:33:50,1.3678076,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-28 14:34:40,1.7994235,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-28 14:35:30,1.8577219,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-28 14:36:20,1.8929071,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-28 14:37:10,1.9363146,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-28 14:38:00,1.9688131,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-28 14:38:50,1.985317,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-28 14:39:40,1.9877307,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-28 14:40:30,1.9736893,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-28 14:41:20,1.9207102,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-28 14:42:10,1.6377392,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-28 14:43:00,1.1950383,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-28 14:50:30,1.2372508,0,"TP2, H1, TP3",Pressure Fault
2020-08-28 14:51:20,1.7762418,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-28 14:52:10,1.8028264,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-28 14:53:00,1.8220603,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-28 14:53:50,1.8591001,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-28 14:54:40,1.8867209,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-28 14:55:30,1.8977969,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-28 14:56:20,1.893116,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-28 14:57:10,1.8986602,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-28 14:58:00,1.8798941,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-28 14:58:50,1.7784052,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-28 14:59:40,1.349972,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-28 15:03:00,1.1690859,0,"H1, TP2, TP3",Pressure Fault
2020-08-28 15:03:50,1.5379403,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-28 15:04:40,1.544097,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-28 15:05:30,1.5618789,0,"TP2, H1, Reservoirs",Pressure Fault
2020-08-28 15:06:20,1.6482807,0,"TP2, H1, Reservoirs",Pressure Fault
2020-08-28 15:07:10,1.6749653,0,"TP2, H1, Reservoirs",Pressure Fault
2020-08-28 15:08:00,1.7071998,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-28 15:08:50,1.7107772,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-28 15:09:40,1.6982884,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-28 15:10:30,1.6612241,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-28 15:11:20,1.5708115,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-28 15:12:10,1.1802845,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-28 15:22:10,1.3955804,0,"H1, TP2, Motor_current",Pressure Fault
2020-08-28 15:23:00,1.5253917,0,"TP2, H1, DV_pressure",Pressure Fault
2020-08-28 15:23:50,1.5352347,0,"TP2, H1, DV_pressure",Pressure Fault
2020-08-28 15:24:40,1.5614686,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-28 15:25:30,1.6064332,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-28 15:26:20,1.6369927,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-28 15:27:10,1.6417137,0,"H1, TP2, Motor_current",Pressure Fault
2020-08-28 15:28:00,1.6561625,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-28 15:28:50,1.6673874,0,"TP2, H1, Motor_current",Pressure Fault
2020-08-28 15:29:40,1.6363482,0,"H1, TP2, DV_pressure",Pressure Fault
2020-08-28 15:30:30,1.4768863,0,"TP2, H1, DV_pressure",Pressure Fault
2020-08-28 15:31:20,1.0600605,0,"DV_pressure, TP2, H1",Pressure Fault
2020-08-28 15:42:10,1.4038061,0,"TP2, H1, Motor_current",Pressure Fault
